t_end,t_start,Driver's Exit Time,Driver's Return Time,Notes,Packages?,Queue,TNC Sign,Passenger Access Door,Trunk Access,Zone,week,right_censor,left_censor,Dwell_time,Conflict_long,Conflict_short,Site,Bound,event_type,event_type_TRB,loc_type,loc_type_short,Num_individuals,veh_type,veh_type_short,curb_use_type,Taxi_x,Paid_x,Unauth_x,Unknown_x,0-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-200,Volume,Mean_SPD,Condition,Temp_(F),Taxi_y,Paid_y,Unauth_y,Unknown_y,All_occup,PLZ_occup,garage_occup,period
2018-12-07 09:35:25,2018-12-07 09:35:15,-,-,,No,0.0,Yes,Front,No,4,1,1,1,0.16666666666666666,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.5,Partly Cloudy,39,0,5,1,0,7,0,0.6328786436148354,Morning
2018-12-07 09:35:56,2018-12-07 09:35:41,,,,no,0.0,,both,no,12,1,1,1,0.25,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,2.0,Passenger vehicle,Passenger vehicle,Commercial vehicle load zone,0,0,0,0,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.846153846153847,Partly Cloudy,39,0,0,0,0,2,0,0.6328786436148354,Morning
2018-12-07 10:00:00,2018-12-07 09:36:26,,,Did not exit vehicle,no,0.0,,,no,18,1,1,1,23.566666666666666,None,None,BTW Thomas & Harrison St,NB,Parked,Other,Curb,Curb,0.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.846153846153847,Partly Cloudy,39,0,0,1,0,2,0,0.6328786436148354,Morning
2018-12-07 09:37:03,2018-12-07 09:36:48,-,-,,No,0.0,Yes,Back,No,3,1,1,1,0.25,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.5,Partly Cloudy,39,0,4,2,0,6,0,0.6328786436148354,Morning
2018-12-07 09:37:32,2018-12-07 09:37:06,-,-,Did not exit vehicle,No,0.0,Yes,,No,8,1,1,1,0.43333333333333335,None,None,BTW Thomas & Harrison St,SB,Parked,Other,Half and Half,Curb,0.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.5,Partly Cloudy,39,0,4,2,0,6,0,0.6328786436148354,Morning
2018-12-07 09:38:01,2018-12-07 09:37:33,,,,no,3.0,,front,no,16,1,1,1,0.4666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.846153846153847,Partly Cloudy,39,0,0,2,0,3,0,0.6328786436148354,Morning
2018-12-07 09:58:09,2018-12-07 09:38:08,-,-,,No,0.0,-,Front,No,6,1,1,1,20.016666666666666,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.5,Partly Cloudy,39,0,3,1,0,5,0,0.6328786436148354,Morning
2018-12-07 09:38:43,2018-12-07 09:38:27,,,,no,1.0,,both,no,26,1,1,1,0.26666666666666666,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.125,Partly Cloudy,39,2,0,2,0,4,0,0.6328786436148354,Morning
2018-12-07 09:39:01,2018-12-07 09:38:50,,,,no,0.0,,both,no,18,1,1,1,0.18333333333333332,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,2.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.846153846153847,Partly Cloudy,39,0,0,2,0,3,0,0.6328786436148354,Morning
2018-12-07 09:39:04,2018-12-07 09:38:55,,,,no,1.0,,front,no,16,1,1,1,0.15,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.846153846153847,Partly Cloudy,39,0,0,3,0,4,0,0.6328786436148354,Morning
2018-12-07 09:39:27,2018-12-07 09:39:21,,,,no,1.0,Yes,back,no,26,1,1,1,0.1,veh-veh,veh-veh,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.125,Partly Cloudy,39,2,0,2,0,4,0,0.6328786436148354,Morning
2018-12-07 09:40:01,2018-12-07 09:39:54,,,,no,0.0,no,back,no,17,1,1,1,0.11666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.846153846153847,Partly Cloudy,39,0,0,2,0,3,0,0.6328786436148354,Morning
2018-12-07 09:41:25,2018-12-07 09:40:40,,,Did not exit vehicle,no,0.0,,,no,17,1,1,1,0.75,None,None,BTW Thomas & Harrison St,NB,Parked,Other,Half and Half,Curb,0.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14.305555555555555,Partly Cloudy,39,0,0,2,0,3,0,0.649058451404111,Morning
2018-12-07 09:42:05,2018-12-07 09:41:54,-,-,,No,0.0,-,Front,No,8,1,1,1,0.18333333333333332,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.916666666666666,Partly Cloudy,39,0,3,2,0,6,0,0.649058451404111,Morning
2018-12-07 09:42:20,2018-12-07 09:42:14,,,,no,0.0,yes,back,no,17,1,1,1,0.1,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14.305555555555555,Partly Cloudy,39,0,0,2,0,3,0,0.649058451404111,Morning
2018-12-07 09:42:42,2018-12-07 09:42:21,-,-,,No,0.0,Yes,Back,No,8,1,1,1,0.35,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.916666666666666,Partly Cloudy,39,0,3,2,0,6,0,0.649058451404111,Morning
2018-12-07 09:42:41,2018-12-07 09:42:34,-,-,,No,0.0,-,Front,No,3,1,1,1,0.11666666666666667,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.916666666666666,Partly Cloudy,39,0,3,3,0,7,0,0.649058451404111,Morning
2018-12-07 09:47:14,2018-12-07 09:42:53,-,-,,No,0.0,-,Front,No,8,1,1,1,4.35,None,None,BTW Thomas & Harrison St,SB,Passenger load,Passenger load,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.916666666666666,Partly Cloudy,39,0,3,2,0,6,0,0.649058451404111,Morning
2018-12-07 10:00:00,2018-12-07 09:43:16,-,-,,No,0.0,-,Front,No,2,1,1,1,16.733333333333334,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.916666666666666,Partly Cloudy,39,0,4,2,0,7,0,0.649058451404111,Morning
2018-12-07 09:43:46,2018-12-07 09:43:37,,,,no,0.0,No,back,no,26,1,1,1,0.15,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.166666666666668,Partly Cloudy,39,0,0,2,0,2,0,0.649058451404111,Morning
2018-12-07 09:44:42,2018-12-07 09:44:27,-,-,,No,0.0,Yes,Front,No,3,1,1,1,0.25,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.916666666666666,Partly Cloudy,39,0,4,3,0,8,0,0.649058451404111,Morning
2018-12-07 09:53:36,2018-12-07 09:44:32,09:49:00,09:52:50,,yes,0.0,,front,yes,19,1,1,1,9.066666666666666,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14.305555555555555,Partly Cloudy,39,0,0,2,0,3,0,0.649058451404111,Morning
2018-12-07 09:44:44,2018-12-07 09:44:37,,,,no,0.0,no,back,no,16,1,1,1,0.11666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14.305555555555555,Partly Cloudy,39,0,0,3,0,4,0,0.649058451404111,Morning
2018-12-07 09:44:54,2018-12-07 09:44:49,,,,no,0.0,,both,no,17,1,1,1,0.08333333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,2.0,Large passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14.305555555555555,Partly Cloudy,39,0,0,3,0,4,0,0.649058451404111,Morning
2018-12-07 09:58:50,2018-12-07 09:45:26,,,,no,0.0,,front,no,25,1,1,1,13.4,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.25,Partly Cloudy,39,0,0,2,0,2,0,0.6626088026512323,Morning
2018-12-07 09:46:30,2018-12-07 09:46:22,,,,no,0.0,No,back,no,25,1,1,1,0.13333333333333333,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.25,Partly Cloudy,39,0,0,3,0,3,0,0.6626088026512323,Morning
2018-12-07 09:50:44,2018-12-07 09:46:46,,,,no,0.0,,both,no,11,1,1,1,3.966666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,6,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11.85483870967742,Partly Cloudy,39,0,1,2,0,4,0,0.6626088026512323,Morning
2018-12-07 09:46:58,2018-12-07 09:46:50,,,,no,1.0,no,back,no,16,1,1,1,0.13333333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,6,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11.85483870967742,Partly Cloudy,39,0,1,3,0,5,0,0.6626088026512323,Morning
2018-12-07 09:47:14,2018-12-07 09:47:02,-,-,,No,0.0,-,Front,No,3,1,1,1,0.2,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.75,Partly Cloudy,39,0,4,3,0,8,0,0.6626088026512323,Morning
2018-12-07 09:58:32,2018-12-07 09:48:01,,,every car had to go around this vehicle,no,0.0,,back,no,17,1,1,1,10.516666666666667,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,6,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11.85483870967742,Partly Cloudy,39,0,1,3,0,5,0,0.6626088026512323,Morning
2018-12-07 10:00:00,2018-12-07 09:48:47,,,,no,0.0,,front,no,13,1,1,1,11.216666666666667,None,None,BTW Thomas & Harrison St,NB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,6,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11.85483870967742,Partly Cloudy,39,0,1,4,0,6,0,0.6626088026512323,Morning
2018-12-07 09:49:55,2018-12-07 09:49:47,,,forced car into oncoming traffic lane,no,0.0,yes,back,no,16,1,1,1,0.13333333333333333,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,6,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11.85483870967742,Partly Cloudy,39,0,1,5,0,7,0,0.6626088026512323,Morning
2018-12-07 09:50:20,2018-12-07 09:50:10,,,forced car into oncoming traffic lane,no,0.0,yes,back,no,16,1,1,1,0.16666666666666666,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.543478260869565,Partly Cloudy,39,0,1,5,0,7,0,0.6802635366941954,Morning
2018-12-07 09:50:36,2018-12-07 09:50:30,,,,no,0.0,,front,no,23,1,1,1,0.1,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.0,Partly Cloudy,39,0,1,1,0,2,0,0.6802635366941954,Morning
2018-12-07 09:50:56,2018-12-07 09:50:44,-,-,,No,0.0,Yes,Back,No,3,1,1,1,0.2,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,2.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,Partly Cloudy,39,0,4,2,0,7,0,0.6802635366941954,Morning
2018-12-07 09:51:20,2018-12-07 09:51:10,-,-,Did not exit vehicle,No,0.0,Yes,,No,7,1,1,1,0.16666666666666666,None,None,BTW Thomas & Harrison St,SB,Parked,Other,Curb,Curb,0.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,Partly Cloudy,39,0,4,2,0,7,0,0.6802635366941954,Morning
2018-12-07 09:51:43,2018-12-07 09:51:32,,,forced car into oncoming traffic lane,no,0.0,yes,back,no,18,1,1,1,0.18333333333333332,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.543478260869565,Partly Cloudy,39,0,0,5,0,6,0,0.6802635366941954,Morning
2018-12-07 09:53:13,2018-12-07 09:53:02,,,,no,0.0,Yes,back,no,25,1,1,1,0.18333333333333332,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.0,Partly Cloudy,39,0,0,2,0,2,0,0.6802635366941954,Morning
2018-12-07 09:54:44,2018-12-07 09:54:29,-,-,,No,0.0,Yes,Back,No,3,1,1,1,0.25,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,Partly Cloudy,39,0,4,2,0,7,0,0.6802635366941954,Morning
2018-12-07 09:58:55,2018-12-07 09:58:44,,,,no,0.0,yes,back,no,17,1,1,1,0.18333333333333332,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.543478260869565,Partly Cloudy,39,0,0,3,0,4,0,0.6920333593895039,Morning
2018-12-07 09:59:27,2018-12-07 09:59:16,,,,no,0.0,,both,no,16,1,1,1,0.18333333333333332,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,2.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.543478260869565,Partly Cloudy,39,0,0,3,0,4,0,0.6920333593895039,Morning
2018-12-07 10:00:00,2018-12-07 09:59:52,,,No activity prior to video ending,no,0.0,,,no,18,1,1,1,0.13333333333333333,None,None,BTW Thomas & Harrison St,NB,Parked,Other,Curb,Curb,0.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.543478260869565,Partly Cloudy,39,0,0,3,0,4,0,0.6920333593895039,Morning
2018-12-07 14:06:39,2018-12-07 14:00:00,,,"Driver only, no passengers",no,0.0,,,no,23,1,1,1,6.65,None,None,BTW Thomas & John St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Truck,Truck,Paid parking,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Mostly Cloudy,47,1,2,1,0,4,0,0.774869338115551,Afternoon
2018-12-07 14:25:07,2018-12-07 14:00:00,,,Did not exit vehcle,no,0.0,,,no,11,1,1,1,25.116666666666667,None,None,BTW Thomas & Harrison St,NB,Un-parked,Other,Half and Half,Curb,0.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13.333333333333334,Mostly Cloudy,47,0,1,1,0,2,0,0.774869338115551,Afternoon
2018-12-07 14:37:37,2018-12-07 14:00:00,-,-,,No,0.0,-,Front,No,2,1,1,1,37.61666666666667,None,None,BTW Thomas & Harrison St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:32:59,2018-12-07 14:00:00,-,-,,No,0.0,-,Front,No,4,1,1,1,32.983333333333334,None,None,BTW Thomas & Harrison St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:02:15,2018-12-07 14:00:00,,,,no,1.0,,,no,23,1,1,1,2.25,veh-veh,veh-veh,BTW Thomas & John St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Mostly Cloudy,47,1,2,1,0,4,0,0.774869338115551,Afternoon
2018-12-07 14:00:02,2018-12-07 14:00:00,,,"Driver only, no passengers",no,0.0,,,no,13,1,1,1,0.03333333333333333,None,None,BTW Thomas & Harrison St,NB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13.333333333333334,Mostly Cloudy,47,0,1,1,0,2,0,0.774869338115551,Afternoon
2018-12-07 14:37:55,2018-12-07 14:00:00,-,-,,No,0.0,-,Front,No,2,1,1,1,37.916666666666664,None,None,BTW Thomas & Harrison St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:01:44,2018-12-07 14:00:00,-,-,"Driver only, no passengers",No,0.0,-,,No,8,1,1,1,1.7333333333333334,None,None,BTW Thomas & Harrison St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:43:28,2018-12-07 14:00:00,,,"Driver only, no passengers",no,0.0,,,no,27,1,1,1,43.46666666666667,None,None,BTW Thomas & John St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Charter bus / shuttle bus / taxi,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Mostly Cloudy,47,1,2,1,0,4,0,0.774869338115551,Afternoon
2018-12-07 15:53:24,2018-12-07 14:00:00,-,-,,No,0.0,-,Front,No,4,1,1,1,113.4,None,None,BTW Thomas & Harrison St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:01:17,2018-12-07 14:00:00,-,-,,No,0.0,-,Front,No,6,1,1,1,1.2833333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger load,Passenger load,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 16:28:16,2018-12-07 14:00:00,,,,no,0.0,,front,no,25,1,1,1,148.26666666666668,None,None,BTW Thomas & John St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Mostly Cloudy,47,1,2,1,0,4,0,0.774869338115551,Afternoon
2018-12-07 15:04:36,2018-12-07 14:00:00,-,-,,No,0.0,-,Both,No,5,1,1,1,64.6,None,None,BTW Thomas & Harrison St,SB,Passenger load,Passenger load,Curb,Curb,10.0,Large passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,4,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:00:14,2018-12-07 14:00:05,-,-,,No,0.0,Yes,Back,No,2,1,1,1,0.15,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,5,2,0,8,0,0.774869338115551,Afternoon
2018-12-07 14:00:45,2018-12-07 14:00:24,,,Did not exit vehicle,no,0.0,,,no,18,1,1,1,0.35,None,None,BTW Thomas & Harrison St,NB,Parked,Other,Half and Half,Curb,0.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13.333333333333334,Mostly Cloudy,47,0,1,1,0,2,0,0.774869338115551,Afternoon
2018-12-07 14:42:25,2018-12-07 14:01:39,-,-,,No,0.0,-,Front,No,2,1,1,1,40.766666666666666,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666,Mostly Cloudy,47,0,5,2,0,7,0,0.774869338115551,Afternoon
2018-12-07 14:04:58,2018-12-07 14:04:34,,,,no,0.0,No  ,back,no,26,1,1,1,0.4,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Mostly Cloudy,47,1,1,2,0,4,0,0.774869338115551,Afternoon
2018-12-07 14:05:15,2018-12-07 14:05:07,-,-,,No,1.0,Yes,Back,No,3,1,1,1,0.13333333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.125,Mostly Cloudy,47,0,5,2,0,7,0,0.7729957896705199,Afternoon
2018-12-07 14:05:42,2018-12-07 14:05:25,-,-,Forced 1 car to drive  around and into oncoming traffic lane.,No,0.0,Yes,Back,No,4,1,1,1,0.2833333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger load,Passenger load,Street,Street,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.125,Mostly Cloudy,47,0,6,1,0,7,0,0.7729957896705199,Afternoon
2018-12-07 14:05:49,2018-12-07 14:05:37,,,,no,0.0,no,back,no,16,1,1,1,0.2,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger load,Passenger load,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.5,Mostly Cloudy,47,0,1,1,0,2,0,0.7729957896705199,Afternoon
2018-12-07 14:09:09,2018-12-07 14:06:38,,,two vehicles had to swerve around into oncoming lane,no,0.0,Yes,back,yes,26,1,1,1,2.5166666666666666,veh-veh,veh-veh,BTW Thomas & John St,SB,Passenger load,Passenger load,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.416666666666666,Mostly Cloudy,47,1,1,2,0,4,0,0.7729957896705199,Afternoon
