t_end,t_start,Driver's Exit Time,Driver's Return Time,Notes,Packages?,Queue,TNC Sign,Passenger Access Door,Trunk Access,Zone,week,right_censor,left_censor,Dwell_time,Conflict_long,Conflict_short,Site,Bound,event_type,event_type_TRB,loc_type,loc_type_short,Num_individuals,veh_type,veh_type_short,curb_use_type,Taxi_x,Paid_x,Unauth_x,Unknown_x,0-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-200,Volume,Mean_SPD,Condition,Temp_(F),Taxi_y,Paid_y,Unauth_y,Unknown_y,All_occup,PLZ_occup,garage_occup,period
2018-12-03 08:31:45,2018-12-03 08:00:00,-,-,,No,,Yes,Back,No,27,1,1,1,31.75,None,None,BTW Thomas & John St,SB,Passenger load,Passenger load,Curb,Curb,2.0,TNC,TNC & Taxi,Charter bus / shuttle bus / taxi,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.25,Fog,38,1,1,0,0,2,0,0.3184859626355785,Morning
2018-12-03 08:16:56,2018-12-03 08:00:00,,,,No,0.0,-,,No,2,1,1,1,16.933333333333334,None,None,BTW Thomas & Harrison St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15.416666666666666,Fog,38,0,1,0,0,1,0,0.3184859626355785,Morning
2018-12-03 09:09:02,2018-12-03 08:00:00,-,-,,No,,-,Front,No,23,1,1,1,69.03333333333333,None,None,BTW Thomas & John St,SB,Un-parked,Un-parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.25,Fog,38,1,1,0,0,2,0,0.3184859626355785,Morning
2018-12-03 08:00:28,2018-12-03 08:00:11,-,-,,No,0.0,Yes,Back,No,18,1,1,1,0.2833333333333333,veh-ped,veh-ped,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Fog,38,0,0,1,0,1,0,0.3184859626355785,Morning
2018-12-03 08:04:09,2018-12-03 08:01:36,-,-,,No,0.0,-,Front,No,17,1,1,1,2.55,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Fog,38,0,0,1,0,1,0,0.3184859626355785,Morning
2018-12-03 08:03:16,2018-12-03 08:02:59,-,-,,No,0.0,No,Front,No,16,1,1,1,0.2833333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Fog,38,0,0,2,0,2,0,0.3184859626355785,Morning
2018-12-03 08:09:46,2018-12-03 08:03:02,08:03:50,08:09:31,,Yes,0.0,-,Front,Yes,18,1,1,1,6.733333333333333,None,None,BTW Thomas & Harrison St,NB,Parked,Parked,Curb,Curb,1.0,Truck/Large passenger van,,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Fog,38,0,0,3,0,3,0,0.3184859626355785,Morning
2018-12-03 08:04:22,2018-12-03 08:03:14,-,-,,No,,-,Front,Yes,25,1,1,1,1.1333333333333333,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.25,Fog,38,1,1,1,0,3,0,0.3184859626355785,Morning
2018-12-03 08:03:39,2018-12-03 08:03:18,,,,No,0.0,-,Front,No,3,1,1,1,0.35,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15.416666666666666,Fog,38,0,1,1,0,2,0,0.3184859626355785,Morning
2018-12-03 08:04:59,2018-12-03 08:04:50,-,-,,No,0.0,No,Back,No,16,1,1,1,0.15,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Fog,38,0,0,2,0,2,0,0.3184859626355785,Morning
2018-12-03 08:08:49,2018-12-03 08:07:47,,,,No,0.0,-,Front,No,6,1,1,1,1.0333333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.0,Fog,38,0,1,0,0,2,0,0.33573645619165265,Morning
2018-12-03 08:07:59,2018-12-03 08:07:51,-,-,,No,0.0,Yes,Back,No,16,1,1,1,0.13333333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Fog,38,0,0,2,0,2,0,0.33573645619165265,Morning
2018-12-03 08:08:18,2018-12-03 08:08:04,-,-,,No,,-,Front,No,26,1,1,1,0.23333333333333334,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11.25,Fog,38,1,1,1,0,3,0,0.33573645619165265,Morning
2018-12-03 08:11:12,2018-12-03 08:11:03,-,-,,No,,Yes,Back,No,26,1,1,1,0.15,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.833333333333334,Fog,38,1,1,1,0,3,0,0.35396845537884897,Morning
2018-12-03 08:11:42,2018-12-03 08:11:33,-,-,,No,0.0,No,Back,No,18,1,1,1,0.15,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15.0,Fog,38,0,0,1,0,1,0,0.35396845537884897,Morning
2018-12-03 08:15:08,2018-12-03 08:14:24,-,-,Exited thru front door then accessed back door to grab baggage,No,0.0,-,Both,No,18,1,1,1,0.7333333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15.0,Fog,38,0,0,1,0,1,0,0.35396845537884897,Morning
2018-12-03 08:30:54,2018-12-03 08:16:03,-,-,,No,,-,Front,Yes,24,1,1,1,14.85,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.11111111111111,Fog,38,1,1,1,0,3,0,0.3723339214758276,Morning
2018-12-03 08:16:35,2018-12-03 08:16:15,-,-,,No,0.0,Yes,Back,No,18,1,1,1,0.3333333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15.833333333333334,Fog,38,0,0,1,0,1,0,0.3723339214758276,Morning
2018-12-03 08:16:53,2018-12-03 08:16:18,-,-,,No,,-,Front,No,26,1,1,1,0.5833333333333334,veh-veh,veh-veh,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.11111111111111,Fog,38,1,1,2,0,4,0,0.3723339214758276,Morning
2018-12-03 08:18:25,2018-12-03 08:18:12,-,-,,No,,-,Back,No,26,1,1,1,0.21666666666666667,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.11111111111111,Fog,38,1,1,2,0,4,0,0.3723339214758276,Morning
2018-12-03 08:21:01,2018-12-03 08:19:54,,,,No,0.0,-,Front,No,7,1,1,1,1.1166666666666667,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.857142857142858,Fog,38,0,0,1,0,1,0,0.3723339214758276,Morning
2018-12-03 08:21:26,2018-12-03 08:21:11,-,-,,No,0.0,No,Back,No,17,1,1,1,0.25,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Fog,38,0,0,1,0,1,0,0.38801557961599453,Morning
2018-12-03 08:22:30,2018-12-03 08:22:20,,,,No,0.0,Yes,Back,No,8,1,1,1,0.16666666666666666,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.25,Fog,38,0,0,1,0,1,0,0.38801557961599453,Morning
2018-12-03 08:23:01,2018-12-03 08:22:43,,,,No,0.0,-,Front,No,2,1,1,1,0.3,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.25,Fog,38,0,1,0,0,1,0,0.38801557961599453,Morning
2018-12-03 08:23:00,2018-12-03 08:22:47,-,-,,No,0.0,-,Front,No,11,1,1,1,0.21666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.5,Fog,38,0,1,0,0,1,0,0.38801557961599453,Morning
2018-12-03 08:24:23,2018-12-03 08:24:00,,,,No,0.0,-,Front,Yes,2,1,1,1,0.38333333333333336,veh-ped,veh-ped,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.25,Fog,37,0,1,0,0,1,0,0.38801557961599453,Morning
2018-12-03 08:25:04,2018-12-03 08:24:26,,,Exited thru front door then accessed back door to grab baggage,No,0.0,-,Both,No,6,1,1,1,0.6333333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.25,Fog,37,0,0,0,0,1,0,0.38801557961599453,Morning
2018-12-03 08:27:26,2018-12-03 08:27:17,-,-,,No,0.0,Yes,Back,No,16,1,1,1,0.15,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.75,Fog,37,0,0,1,0,1,0,0.40632847283631834,Morning
2018-12-03 08:28:05,2018-12-03 08:27:17,-,-,,No,,-,Front,No,25,1,1,1,0.8,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.625,Fog,37,1,1,2,0,4,0,0.40632847283631834,Morning
2018-12-03 08:27:37,2018-12-03 08:27:25,,,,No,0.0,No,Back,No,3,1,1,1,0.2,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.0,Fog,37,0,0,1,0,1,0,0.40632847283631834,Morning
2018-12-03 08:29:01,2018-12-03 08:28:48,,,,No,0.0,No,Back,No,3,1,1,1,0.21666666666666667,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.0,Fog,37,0,0,1,0,1,0,0.40632847283631834,Morning
2018-12-03 08:29:10,2018-12-03 08:28:53,,,,No,0.0,No,Back,No,2,1,1,1,0.2833333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.0,Fog,37,0,1,1,0,2,0,0.40632847283631834,Morning
2018-12-03 08:35:42,2018-12-03 08:30:08,-,-,,No,,Yes,Front,No,25,1,1,1,5.566666666666666,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.333333333333334,Fog,37,1,1,2,0,4,0,0.4244618338347515,Morning
2018-12-03 08:31:20,2018-12-03 08:31:08,-,-,,No,0.0,No,Back,No,16,1,1,1,0.2,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.75,Fog,37,0,0,1,0,1,0,0.4244618338347515,Morning
2018-12-03 08:32:01,2018-12-03 08:31:33,-,-,Exited thru front door then accessed back door to grab baggage,No,0.0,-,Both,No,16,1,1,1,0.4666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.75,Fog,37,0,0,1,0,1,0,0.4244618338347515,Morning
2018-12-03 08:33:10,2018-12-03 08:32:56,,,,No,0.0,-,Front,No,3,1,1,1,0.23333333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.0,Fog,37,0,0,1,0,1,0,0.4244618338347515,Morning
2018-12-03 08:36:04,2018-12-03 08:33:51,08:34:27,08:35:45,,Yes,,-,Front,Yes,25,1,1,1,2.216666666666667,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.333333333333334,Fog,37,0,1,2,0,3,0,0.4244618338347515,Morning
2018-12-03 08:34:23,2018-12-03 08:34:13,-,-,,No,0.0,Yes,Back,No,18,1,1,1,0.16666666666666666,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.75,Fog,37,0,0,1,0,1,0,0.4244618338347515,Morning
2018-12-03 08:35:24,2018-12-03 08:35:09,-,-,,No,0.0,No,Back,No,16,1,1,1,0.25,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,Fog,37,0,0,1,0,1,0,0.4455376505070117,Morning
2018-12-03 08:36:04,2018-12-03 08:35:48,-,-,,No,0.0,-,Front,No,14,1,1,1,0.26666666666666666,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,Fog,37,0,1,0,0,1,0,0.4455376505070117,Morning
2018-12-03 08:41:35,2018-12-03 08:35:53,-,-,"Parked, didn’t get out of car or pick up anyone and then drove off 5 minutes later",No,,-,,No,27,1,1,1,5.7,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Charter bus / shuttle bus / taxi,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15.0,Fog,37,1,1,1,0,3,0,0.4455376505070117,Morning
2018-12-03 08:36:32,2018-12-03 08:36:18,-,-,,No,0.0,Yes,Back,No,18,1,1,1,0.23333333333333334,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,Fog,37,0,0,1,0,1,0,0.4455376505070117,Morning
2018-12-03 08:36:50,2018-12-03 08:36:28,,,"Exited thru front door then accessed back door to grab baggage, ",No,1.0,-,Both,No,3,1,1,1,0.36666666666666664,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.5,Fog,37,0,0,1,0,1,0,0.4455376505070117,Morning
2018-12-03 08:37:26,2018-12-03 08:37:04,,,"Exited thru front door then accessed back door to grab baggage, ",No,0.0,-,Both,No,2,1,1,1,0.36666666666666664,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.5,Fog,37,0,1,0,0,1,0,0.4455376505070117,Morning
2018-12-03 08:37:31,2018-12-03 08:37:15,-,-,,No,0.0,Yes,Back,No,16,1,1,1,0.26666666666666666,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,Fog,37,0,0,1,0,1,0,0.4455376505070117,Morning
2018-12-03 08:43:50,2018-12-03 08:38:33,08:38:43,08:43:39,Dunbar armored bank truck,Yes,0.0,-,Front,No,2,1,1,1,5.283333333333333,pass thru,veh-veh,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Truck,Truck,Paid parking,0,1,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.5,Fog,37,0,1,0,0,1,0,0.4455376505070117,Morning
2018-12-03 08:48:53,2018-12-03 08:40:17,08:41:30,08:48:46,Delivery Truck,Yes,,-,Front,Yes,25,1,1,1,8.6,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Truck,Truck,Unauthorized,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,1,1,1,0,3,0,0.47050704610820904,Morning
2018-12-03 08:42:26,2018-12-03 08:42:09,,,,No,0.0,-,Front,No,3,1,1,1,0.2833333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Taxi,TNC & Taxi,Unauthorized,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.142857142857142,Fog,37,0,1,1,0,2,0,0.47050704610820904,Morning
2018-12-03 08:44:03,2018-12-03 08:42:32,-,-,,No,,Yes,Back,No,25,1,1,1,1.5166666666666666,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,2.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,0,1,2,0,3,0,0.47050704610820904,Morning
2018-12-03 08:43:38,2018-12-03 08:43:05,-,-,,No,,-,Front,No,26,1,1,1,0.55,pass thru,veh-veh,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,0,1,3,0,4,0,0.47050704610820904,Morning
2018-12-03 08:45:44,2018-12-03 08:43:22,-,-,,No,0.0,-,Back,No,14,1,1,1,2.3666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Taxi,TNC & Taxi,Paid parking,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16.25,Fog,37,0,1,0,0,1,0,0.47050704610820904,Morning
2018-12-03 08:44:50,2018-12-03 08:43:44,-,-,,No,1.0,-,Back,No,27,1,1,1,1.1,pass thru,veh-veh,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Taxi,TNC & Taxi,Charter bus / shuttle bus / taxi,1,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,1,1,2,0,4,0,0.47050704610820904,Morning
2018-12-03 08:58:40,2018-12-03 08:43:55,-,-,,No,1.0,-,Front,No,24,1,1,1,14.75,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,1,1,3,0,5,0,0.47050704610820904,Morning
2018-12-03 08:44:49,2018-12-03 08:43:59,,,"Exited thru front door then accessed back door to grab baggage, ",No,0.0,-,Both,No,8,1,1,1,0.8333333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.142857142857142,Fog,37,0,0,1,0,1,0,0.47050704610820904,Morning
2018-12-03 08:44:50,2018-12-03 08:44:29,-,-,,No,,Yes,Back,No,27,1,1,1,0.35,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Charter bus / shuttle bus / taxi,1,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,2,1,2,0,5,0,0.47050704610820904,Morning
2018-12-03 08:44:55,2018-12-03 08:44:41,,,,No,0.0,Yes,Back,No,2,1,1,1,0.23333333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.142857142857142,Fog,37,0,1,1,0,2,0,0.47050704610820904,Morning
2018-12-03 08:45:11,2018-12-03 08:44:47,-,-,,No,,No,Back,No,25,1,1,1,0.4,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.714285714285714,Fog,37,2,1,3,0,6,0,0.47050704610820904,Morning
2018-12-03 08:51:09,2018-12-03 08:45:07,-,-,"Parked, didn’t get out of car or pick up anyone and then drove off 5 minutes later",No,,-,,No,27,1,1,1,6.033333333333333,None,None,BTW Thomas & John St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Charter bus / shuttle bus / taxi,1,0,0,0,2,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12.763157894736842,Fog,37,1,1,3,0,5,0,0.4920884092631253,Morning
2018-12-03 08:46:30,2018-12-03 08:45:55,-,-,,No,,No,Back,No,27,1,1,1,0.5833333333333334,None,None,BTW Thomas & John St,SB,Passenger load,Passenger load,Curb,Curb,1.0,TNC,TNC & Taxi,Charter bus / shuttle bus / taxi,1,0,0,0,2,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12.763157894736842,Fog,37,2,1,2,0,5,0,0.4920884092631253,Morning
2018-12-03 08:46:33,2018-12-03 08:46:13,-,-,,No,,No,Back,No,26,1,1,1,0.3333333333333333,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12.763157894736842,Fog,37,2,1,3,0,6,0,0.4920884092631253,Morning
2018-12-03 08:47:09,2018-12-03 08:46:44,-,-,,No,0.0,-,Back,No,18,1,1,1,0.4166666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14.444444444444445,Fog,37,0,0,1,0,1,0,0.4920884092631253,Morning
2018-12-03 10:00:00,2018-12-03 08:47:00,,,,No,0.0,-,,No,2,1,1,1,73.0,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.5,Fog,37,0,1,0,0,1,0,0.4920884092631253,Morning
2018-12-03 10:00:00,2018-12-03 08:47:04,08:57:45,,"Delivery Truck, made 2 trips for deliveries, Driver never came back prior to video ending",Yes,0.0,-,Front,Yes,20,1,1,1,72.93333333333334,None,None,BTW Thomas & Harrison St,NB,Parked,Parked,Curb,Curb,1.0,Truck/Large passenger van,,Commercial vehicle load zone,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14.444444444444445,Fog,37,0,0,1,0,2,0,0.4920884092631253,Morning
2018-12-03 08:47:30,2018-12-03 08:47:18,-,-,,No,,No,Back,No,26,1,1,1,0.2,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12.763157894736842,Fog,37,1,1,3,0,5,0,0.4920884092631253,Morning
